117,1
456,5
52,2
204,4
380,5
52,1
221,5
299,2
130,1
135,2
442,6
243,6
351,5
13,2
243,4
408,5
65,2
459,3
152,4
247,1
285,2
399,6
51,2
221,5
357,4
182,2
119,2
342,5
117,1
418,4
81,2
260,4
23,4
253,3
95,3
19,1
270,1
153,2
247,1
221,3
243,6
156,5
182,3
324,1
135,1
357,4
216,1
195,6
324,3
312,4
456,5
405,6
65,1
306,5
468,5
266,6
19,1
216,1
459,6
143,2
156,2
391,3
39,4
85,2
299,6
102,1
81,2
136,1
437,5
323,5
230,1
65,1
286,1
95,3
190,4
170,1
208,1
391,4
260,1
260,5
190,4
95,5
182,1
161,4
289,5
138,1
432,4
170,2
161,1
138,2
297,5
228,4
76,1
272,1
52,4
272,5
442,6
169,2
468,5
405,4
169,2
234,5
342,6
204,4
323,3
377,6
425,3
209,2
204,2
169,4
238,4
391,3
289,5
276,1
95,4
378,5
230,5
247,4
273,4
34,2
230,2
460,3
26,1
357,5
266,5
243,5
170,1
38,2
91,3
437,4
306,5
68,1
162,2
135,2
325,6
390,2
81,2
374,6
57,4
161,2
207,2
455,4
208,2
460,3
19,1
377,6
460,3
391,6
312,6
361,3
425,4
390,6
152,2
117,3
207,3
26,2
270,2
54,4
325,4
418,2
405,4
228,5
253,2
368,6
68,2
57,3
405,4
92,3
270,1
273,2
19,4
390,6
323,1
455,4
92,2
17,1
228,3
119,3
340,6
13,2
475,5
437,5
76,3
108,1
52,2
78,3
425,3
377,6
270,1
437,4
69,2
273,4
459,3
34,1
130,1
184,5
26,1
156,3
38,2
46,2
276,1
38,2
208,1
161,4
374,5
104,1
135,1
195,6
322,6
374,6
81,1
95,3
403,5
152,3
403,5
133,1
234,5
108,2
306,4
171,4
184,5
273,3
171,5
390,6
272,1
238,6
299,2
95,2
46,2
169,4
416,3
276,1
455,3
247,4
380,4
323,2
170,3
119,2
455,6
403,5
117,2
361,5
456,6
156,1
130,1
338,3
323,5
247,2
351,5
289,2
114,3
57,5
190,2
247,3
102,1
169,5
247,2
68,1
46,3
425,5
23,2
289,6
221,1
247,1
243,4
304,6
92,3
418,4
380,4
65,2
170,1
272,5
78,2
377,5
27,4
276,1
390,3
184,2
138,2
207,2
189,2
161,1
247,2
117,1
325,6
437,5
266,6
380,5
323,3
216,1
272,1
368,6
65,2
27,2
414,6
115,4
85,2
312,2
399,1
399,3
416,3
460,5
289,6
238,6
135,2
195,3
475,6
46,1
143,5
408,5
187,5
378,4
19,3
76,1
390,5
459,3
38,3
416,3
133,1
221,5
171,2
187,1
285,3
456,6
27,3
286,4
414,6
437,6
260,5
414,6
238,2
345,4
323,5
351,5
38,2
377,6
399,3
85,4
182,4
23,3
234,5
52,2
285,2
364,6
190,1
23,3
455,4
204,2
323,2
374,6
117,1
378,4
266,6
136,2
247,3
272,5
39,2
13,3
27,3
351,5
189,3
459,4
209,1
23,3
230,5
91,2
216,1
297,6
95,4
468,5
234,6
17,2
255,4
272,2
306,4
345,3
437,5
253,3
204,1
380,3
171,3
459,2
76,1
95,3
324,6
216,1
161,3
364,4
135,1
322,3
357,6
266,6
243,3
391,4
189,2
325,4
312,3
297,5
117,1
456,3
460,6
238,5
162,3
23,1
39,2
115,1
357,4
276,1
368,5
228,5
429,5
377,5
299,4
65,2
195,5
299,4
85,4
374,5
65,2
437,4
57,2
368,5
208,1
204,3
182,3
143,2
34,2
325,1
209,2
91,1
299,3
351,6
108,3
391,3
195,3
190,1
304,6
414,4
297,5
207,2
115,2
161,2
323,5
138,2
475,6
13,3
414,4
170,1
299,6
272,4
187,1
182,4
136,2
437,6
391,2
255,4
27,4
368,6
338,2
286,1
102,4
57,5
190,1
414,5
81,3
234,5
136,1
432,6
342,6
39,2
27,4
338,3
189,2
91,1
104,2
117,3
153,3
322,5
351,6
169,3
228,4
26,1
91,1
323,4
459,5
85,1
475,4
432,6
323,4
391,3
390,1
19,3
54,2
57,5
299,4
27,1
325,5
323,5
27,3
418,5
357,5
391,6
119,3
143,2
408,5
340,5
286,2
408,5
161,1
475,5
27,4
189,4
119,3
459,2
182,1
403,6
324,5
405,6
114,4
374,6
184,3
351,6
19,2
391,5
170,2
17,3
69,3
442,5
255,6
57,4
130,1
286,3
95,4
391,6
169,5
171,5
285,2
304,6
39,3
234,5
81,2
351,6
169,3
338,6
46,3
429,4
207,3
351,6
85,4
299,4
323,4
104,2
91,4
425,3
187,1
297,6
187,4
119,2
456,3
76,1
368,6
208,1
380,3
322,3
338,4
171,4
405,5
243,6
68,2
104,3
429,6
209,2
468,6
338,3
228,3
266,5
38,2
152,4
418,5
306,3
221,4
342,2
27,1
187,1
391,6
304,5
230,2
104,2
189,4
92,2
285,4
162,2
340,3
13,3
361,5
13,4
230,3
119,4
270,1
92,1
102,1
403,6
76,1
68,2
361,3
51,2
361,4
253,2
115,2
195,6
247,4
162,4
52,3
114,4
189,1
351,4
243,5
153,4
351,6
460,4
299,6
459,4
345,5
133,2
323,5
78,1
204,4
208,1
432,4
221,2
342,6
190,2
130,2
153,5
255,5
182,3
143,1
17,2
429,5
391,3
13,1
390,3
54,2
38,1
322,4
442,5
456,4
255,5
455,5
81,2
403,4
189,3
152,6
52,2
289,2
19,2
437,6
273,2
130,1
238,2
238,5
153,3
442,6
216,1
108,2
170,2
46,3
54,1
276,4
78,3
91,3
285,2
209,2
306,3
247,2
340,4
46,2
390,3
312,6
425,4
54,3
297,5
266,6
414,6
299,6
456,6
324,1
190,4
368,4
238,3
102,1
442,6
169,3
230,4
39,4
117,2
325,6
361,6
442,5
468,4
17,4
26,1
455,3
69,3
399,2
378,6
255,4
171,4
378,6
325,3
289,5
380,5
276,3
46,2
204,5
119,2
361,6
78,3
135,1
143,2
119,2
187,1
432,6
187,2
304,6
364,3
459,4
322,2
374,6
153,4
19,1
156,1
92,2
468,3
46,2
455,6
